Address,street number,Type,Rooms,Size (m2),Agency url,Agency name
Ruotutorpantie,14B,172 000 €,,166 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/malmi/80296106,solidhouse
Raappavuorenkuja,9,128 000 €,,61 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/martinlaakso/80295523,solidhouse
Vetehisenkuja,3,569 000 €,,96 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/hakaniemi/80289992,solidhouse
Lehtohaankuja,103,638 000 €,,463 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/hirvensalo_majamaki/80295981,solidhouse
Rantopyköntie,2,98 000 €,,101.5 ,https://www.solidhouse.fi/kohde/asunto/ikaalinen/ikaalinen/keskusta_rantopaa/80295284,solidhouse
Erhakontie,259,269 000 €,,137 ,https://www.solidhouse.fi/kohde/asunto/aura/aura/leikola/80294973,solidhouse
Ketarantie,37,168 000 €,,26.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/keskusta/80295836,solidhouse
Kirkkojärventie,7,329 000 €,,249 ,https://www.solidhouse.fi/kohde/asunto/naantali/rymattyla/rymattyla/80295301,solidhouse
Mäenpääntie,3,169 000 €,,75 ,https://www.solidhouse.fi/kohde/asunto/rusko/rusko/knaapinmaki/80294785,solidhouse
Laivateollisuudenkatu,,189 000 €,,155.700 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/pansio/80294875,solidhouse
Kreivinkuja,4,64 000 €,,,https://www.solidhouse.fi/kohde/asunto/lieto/vanhalinna/vanhalinna_ii/80294858,solidhouse
Ryytimaantie,5,298 000 €,,72 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/etela-haaga/80294678,solidhouse
Koimetsäntie,9,164 000 €,,179 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/hahkana/80294697,solidhouse
Vanha Söörmarkuntie,60,138 000 €,,110 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/soormarkku/80295223,solidhouse
Porvarinpolku,6,149 000 €,,231 ,https://www.solidhouse.fi/kohde/asunto/salo/kiikala/kiikala/80294963,solidhouse
Vuorenkatu,1,89 000 €,,129 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/ylhaisi/80294831,solidhouse
Melkonkatu,9,629 000 €,,92.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/lauttasaari/80295309,solidhouse
Vuokkopolku,3,153 000 €,,275 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/keskusta/80294788,solidhouse
Tankomäenkatu,3,315 000 €,,72.5 ,"https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vartiokyla,_mellunmaki/80295297",solidhouse
Armas Branderin Katu,8,899 000 €,,467 ,https://www.solidhouse.fi/kohde/asunto/kangasala/kangasala/pikonlinna/80295292,solidhouse
Vilhonvuorenkuja,20,329 000 €,,44.5 ,"https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kallio,_sornainen/80295293",solidhouse
Kuusikuja,4,320 000 €,,80 ,https://www.solidhouse.fi/kohde/asunto/kuopio/tahkovuori/tahkovuori/80295287,solidhouse
Frans Emilin Katu,1,249 000 €,,72 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/vuores/80295283,solidhouse
Ahvenisjärventie,22,89 000 €,,34.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/hervanta/80295281,solidhouse
Konkolankatu,7,125 000 €,,54.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/rautaharkko/80295268,solidhouse
Puromyllyntie,7,189 000 €,,89 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/kerttula/80292337,solidhouse
Myllykulmankaari,179D,290 000 €,,299.8 ,https://www.solidhouse.fi/kohde/asunto/salo/kiikala/kiikala/80294345,solidhouse
Linnankatu,69,278 000 €,,61.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/linnanfaltti/80295232,solidhouse
Peukaloisentie,5,138 000 €,,160 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/vainola/80294926,solidhouse
Haverintie,5,44 000 €,,297 ,https://www.solidhouse.fi/kohde/asunto/ylane___poytya/ylane/ylane___keskusta/80295038,solidhouse
Oranssikuja,5,199 000 €,,41.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kuninkaantammi/80293863,solidhouse
Tuomarinkatu,14,153 000 €,,54.800 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/paarnainen/80292693,solidhouse
Simakekuja,5,454 000 €,,194 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/merinuorikkala/80295171,solidhouse
Sälikääntie,136,268 000 €,,,https://www.solidhouse.fi/kohde/asunto/mantsala/mantsala/kaunismaki/80295147,solidhouse
Rissonkatu,52,146 000 €,,29.5 ,https://www.solidhouse.fi/kohde/asunto/kangasala/kangasala/lamminrahka/80295166,solidhouse
Halolantie,3,285 000 €,,201 ,https://www.solidhouse.fi/kohde/asunto/lieto/lieto/karvala/80295157,solidhouse
Oritie,2,79 000 €,,61 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/hakunila/80127474,solidhouse
Laajaniityntie,12,234 000 €,,89 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/martinlaakso/80295120,solidhouse
Estetie,4,369 000 €,,104 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/maununneva/80295091,solidhouse
Luostarinkatu,15,149 000 €,,60.5 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/keskusta/80295098,solidhouse
Miharintie,7,94 000 €,,100 ,https://www.solidhouse.fi/kohde/asunto/rauma/lappi/lappi_keskusta/80295096,solidhouse
Kalliokatu,12,239 000 €,,167 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/keskusta/80295088,solidhouse
Ilkanrinne,6,164 000 €,,46 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/martti/80294089,solidhouse
Valkovuokontie,16,329 000 €,,169 ,https://www.solidhouse.fi/kohde/asunto/eurajoki/eurajoki/lavila/80295074,solidhouse
Kangasalantie,4,239 000 €,,40 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vallila/80295003,solidhouse
Saaristokatu,13,72 000 €,,64 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/ota/80295067,solidhouse
Kauklaistentie,353,99 000 €,,173 ,https://www.solidhouse.fi/kohde/asunto/rauma/lappi/lappi/80295060,solidhouse
Puistotie,21,279 500 €,,79 ,https://www.solidhouse.fi/kohde/asunto/naantali/naantali/keskusta/80294997,solidhouse
Keskisenkatu,18,169 000 €,,54 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/kaukajarvi/80295028,solidhouse
Takapaltantie,18,189 000 €,,154 ,https://www.solidhouse.fi/kohde/asunto/masku/masku/takapaltta/80294775,solidhouse
Stålarminkatu,34,145 000 €,,33 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/martti___itaranta/80295006,solidhouse
Lukkarinkuja,7,115 000 €,,79 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/lukkarinmaki/80294820,solidhouse
Lukkarinkuja,7,54 000 €,,43 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/lukkarinmaki/80294938,solidhouse
Kirkkoväärtinkuja,5,196 000 €,,90.5 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/keskusta/80292510,solidhouse
Kalastajanmäki,7,268 000 €,,72.5 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/tiistila/80294942,solidhouse
Pajakuja,7,219 000 €,,132.2 ,https://www.solidhouse.fi/kohde/asunto/poytya/kyro/kyro/80294278,solidhouse
Suksitehtaankatu,1,540 000 €,,133 ,https://www.solidhouse.fi/kohde/asunto/jarvenpaa/jarvenpaa/kinnari/80291774,solidhouse
Puklantie,8,128 000 €,,152.5 ,https://www.solidhouse.fi/kohde/asunto/rauma/lappi/lappi/80294915,solidhouse
Heinästen Saari Meriranta,,249 000 €,,92 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/lahti/80294898,solidhouse
Aittakarinkatu,1,152 000 €,,54.5 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/keskusta/80294894,solidhouse
Merimaskuntie,101,139 000 €,,200 ,https://www.solidhouse.fi/kohde/asunto/naantali/merimasku/merimasku/80127833,solidhouse
Rantalantie,29,228 000 €,,140.5 ,https://www.solidhouse.fi/kohde/asunto/turku/tortinmaki/tortinmaki/80292214,solidhouse
Vinkkelikuja,15,189 000 €,,170 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/kourujarvi/80294872,solidhouse
Linnankoskenkatu,55,565 000 €,,190.5 ,"https://www.solidhouse.fi/kohde/asunto/porvoo/porvoo/vanha_porvoo,_pappilanmaki/80292294",solidhouse
Koijärventie,272,178 000 €,,212 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/vasarainen/80294868,solidhouse
Horsmakuja,6,239 000 €,,45.5 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/tikkurila/80294685,solidhouse
Kurtinmäentie,10,499 000 €,,95.5 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/kurttila/80294852,solidhouse
Syväraumankatu,26,79 000 €,,82 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/ota/80294849,solidhouse
Koivistontie,26,849 000 €,,224 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/laajalahti/80294366,solidhouse
Lehteläntie,5,148 000 €,,242 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/sampaanala/80294844,solidhouse
Santarannantie,35,63 000 €,,100 ,https://www.solidhouse.fi/kohde/asunto/rauma/lappi/lappi/80294842,solidhouse
Länsipuisto,26,179 000 €,,92.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80294839,solidhouse
Valtakatu,3,114 000 €,,67 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80292771,solidhouse
Katavakaupungintie,55,79 900 €,,45 ,https://www.solidhouse.fi/kohde/asunto/merikarvia/koortila/koortila/80025665,solidhouse
Rälssikatu,2,398 000 €,,122 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/kuuanlaakso/80294748,solidhouse
Voudinkatu,6,76 000 €,,59.5 ,https://www.solidhouse.fi/kohde/asunto/kaarina/kaarina/hovirinta/80294742,solidhouse
Antinkatu,33,63 900 €,,38.300 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80294682,solidhouse
Tikankatu,24,189 000 €,,129 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/paaskyvuori/80294724,solidhouse
Kirjurintie,4,315 000 €,,74.8 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/koskela/80294679,solidhouse
Laajaniitynkuja,3,230 000 €,,76 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/martinlaakso/80291498,solidhouse
Hietalahdenranta,15,739 000 €,,60 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/hietalahti/80294580,solidhouse
Laviantie,48,89 000 €,,160 ,https://www.solidhouse.fi/kohde/asunto/pori/noormarkku/noormarkku/80292661,solidhouse
Aittalahdentie,30,59 000 €,,144 ,https://www.solidhouse.fi/kohde/asunto/pori/noormarkku/noormarkku/80294583,solidhouse
Syvänsalmenkatu,9,219 000 €,,34.5 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/finnoo/80292752,solidhouse
Betaniankatu,3,155 000 €,,37 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/martti/80026590,solidhouse
Ruukinlahdentie,9,424 000 €,,62 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/lauttasaari/80292241,solidhouse
Juvankatu,14,239 000 €,,64.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/kaukajarvi/80291918,solidhouse
Huippulankuja,3,295 000 €,,238 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/aarnionpera/80294471,solidhouse
Ylinenkatu,1,132 000 €,,69.5 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/keskusta/80292306,solidhouse
Juvankatu,14,179 000 €,,46.5 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/kaukajarvi/80291958,solidhouse
Kuikankatu,9,148 000 €,,76.5 ,https://www.solidhouse.fi/kohde/asunto/kaarina/piispanristi/piispanristi/80294387,solidhouse
Kirvesmiehentie,18,69 000 €,,155 ,https://www.solidhouse.fi/kohde/asunto/pori/noormarkku/noormarkku___lahdenmaa/80292772,solidhouse
Herukkatie,19,342 000 €,,135.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/klasipruuki/80127976,solidhouse
Savelankuja,4,319 000 €,,122 ,https://www.solidhouse.fi/kohde/asunto/kerava/kerava/jaakkola/80289622,solidhouse
Sapalahdentie,142-4,34 000 €,,53 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/kiila/80294416,solidhouse
Hohtarintie,14,124 000 €,,207 ,https://www.solidhouse.fi/kohde/asunto/nakkila/nakkila/arantila/80292755,solidhouse
Juhtakatu,12,136 000 €,,94.5 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/isoharjanmaki/80294361,solidhouse
Huuhkajantie,15,465 000 €,,194 ,"https://www.solidhouse.fi/kohde/asunto/kirkkonummi/veikkola/veikkola,_peralanjarvi/80294293",solidhouse
Merentaantie,3,80 000 €,,,https://www.solidhouse.fi/kohde/asunto/turku/turku/haarla/80294300,solidhouse
Merentaantie,1,110 000 €,,,https://www.solidhouse.fi/kohde/asunto/turku/turku/haarla/80294302,solidhouse
Vantinpuisto,4,525 000 €,,142 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/vanttila/80289653,solidhouse
Välipellontie,14,349 000 €,,222 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/murtosenmutka/80294132,solidhouse
Koivutie,12,368 000 €,,183.5 ,https://www.solidhouse.fi/kohde/asunto/jarvenpaa/haarajoki/haarajoki/80127522,solidhouse
Sairaalantie,6,179 000 €,,200 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/tiilimaki/80292652,solidhouse
Maantiekatu,16,374 000 €,,268 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/6._osa/80294096,solidhouse
Latokartanontie,9,104 000 €,,85 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/vainola/80294088,solidhouse
Säkkijärventie,10,169 000 €,,153 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/kalaholma/80291815,solidhouse
Sturenkatu,49,246 000 €,,41 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vallila/80291840,solidhouse
Valkotie,4b,366 000 €,,123 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/martinlaakso/80291875,solidhouse
Aaronaukio,2,189 000 €,,33 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/kaleva/80293947,solidhouse
Tiilentekijänkatu,4,189 000 €,,59 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/martti/80292534,solidhouse
Itäinen Rantakatu,74,277 000 €,,57 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/telakkaranta/80292545,solidhouse
Myllytanhua,7,169 000 €,,219 ,https://www.solidhouse.fi/kohde/asunto/eurajoki/luvia_eurajoki/luvia/80293832,solidhouse
Uudenkartanontie,151,159 000 €,,242.3 ,https://www.solidhouse.fi/kohde/asunto/poytya/uusikartano/ylane/80292356,solidhouse
Kuokkatie,23,229 000 €,,156 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/tuorsniemi/80293823,solidhouse
Lypsäjänkatu,2,385 000 €,,138 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/yli-maaria/80127479,solidhouse
Ukkospilventie,1,275 000 €,,193.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/tuulikyla/80292789,solidhouse
Piispanportti,9,629 000 €,,97 ,"https://www.solidhouse.fi/kohde/asunto/espoo/espoo/olari,_piispanpuisto,_matinkyla/80127331",solidhouse
Yläkeitinki,5,309 000 €,,178.4 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/noormarkku/80127423,solidhouse
Vakkatie,42,445 000 €,,139 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/hakuninmaa/80291846,solidhouse
Perkontie,16,58 000 €,,92 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/sampaanala/80289976,solidhouse
Riskiläpolku,3,156 000 €,,171 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/santtio/80127956,solidhouse
Mikolanmäentie,6,49 000 €,,74 ,https://www.solidhouse.fi/kohde/asunto/eura/eura/kauttua/80290191,solidhouse
Puttitie,7,78 000 €,,118 ,https://www.solidhouse.fi/kohde/asunto/kuopio/kuopio/tahkovuori/80292505,solidhouse
Teiskon Kirkkotie,723,139 000 €,,30 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/teisko/80291808,solidhouse
Makkarajärvenkatu,72,294 000 €,,71 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/hervantajarvi/80291617,solidhouse
Puolalanpuisto,3,348 000 €,,79 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/keskusta/80292044,solidhouse
Aittakuja,3,98 500 €,,133 ,https://www.solidhouse.fi/kohde/asunto/pyharanta/pyharanta/rohdainen/80292469,solidhouse
Antinmäenkatu,47,358 000 €,,225 ,https://www.solidhouse.fi/kohde/asunto/porvoo/porvoo/myllymaki/80026032,solidhouse
Leppävaarankatu,7,288 000 €,,45 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/leppavaara/80291510,solidhouse
Tukkirannantie,4,285 000 €,,155 ,https://www.solidhouse.fi/kohde/asunto/salo/vartsala/vartsala/80292285,solidhouse
Kuntotie,6,87 000 €,,56 ,https://www.solidhouse.fi/kohde/asunto/ikaalinen/ikaalinen/kylpylaalue/80292280,solidhouse
,41,450 000 €,,272 ,https://www.solidhouse.fi/kohde/asunto/tampere/tampere/petsamo/80026130,solidhouse
Pyhän Katariinan Tie,312b,695 000 €,,379 ,https://www.solidhouse.fi/kohde/asunto/kaarina/piispanristi/piispanristi/80291911,solidhouse
Murtomaantie,14,120 000 €,,40 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/raunistula/80292191,solidhouse
Tammistontilankatu,10,398 000 €,,120 ,https://www.solidhouse.fi/kohde/asunto/naantali/naantali/tammisto/80291862,solidhouse
Linnunpellonkatu,14,199 000 €,,132 ,https://www.solidhouse.fi/kohde/asunto/salo/salo/aarnionpera/80292175,solidhouse
Jalavatie,13,68 000 €,,73.5 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/hakametsa/80292070,solidhouse
Yläkaskenkuja,21,358 000 €,,127 ,"https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/toyrynummi,_suutarila/80290221",solidhouse
Suvikkaantie,1,109 000 €,,80.5 ,https://www.solidhouse.fi/kohde/asunto/salo/halikko/halikko/80291996,solidhouse
Paleninkuja,2,66 000 €,,48 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/salmi/80292001,solidhouse
Rakentajankuja,4,80 000 €,,63 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/salmi/80291992,solidhouse
Pilssitie,10,169 000 €,,51 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/janhua/80291981,solidhouse
Tukkirannantie,4B,285 000 €,,155 ,https://www.solidhouse.fi/kohde/asunto/salo/vartsala/vartsala/80291965,solidhouse
Pilssitie,10,186 500 €,,51 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/janhua/80291978,solidhouse
Pilssitie,10,186 500 €,,51 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/janhua/80291976,solidhouse
Loukonperäntie,75,258 000 €,,130 ,https://www.solidhouse.fi/kohde/asunto/eurajoki/luvia_eurajoki/luvia/80291970,solidhouse
Pilssitie,10,186 500 €,,51 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/janhua/80291969,solidhouse
Karhipiha,12,299 000 €,,173.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/tuorsniemi/80291950,solidhouse
Jokilantie,3,149 800 €,,186 ,https://www.solidhouse.fi/kohde/asunto/lieto/lieto/jokila/80290147,solidhouse
Pruukintie,30,68 500 €,,83 ,https://www.solidhouse.fi/kohde/asunto/salo/teijo/teijo/80291837,solidhouse
Kapteeninpolku,10,74 000 €,,142.9 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/kalanti/kalanti_harikkala/80291832,solidhouse
Kiertotie,31,88 000 €,,77.7 ,https://www.solidhouse.fi/kohde/asunto/pori/noormarkku/noormarkku/80128185,solidhouse
Lumparlankatu,11,79 500 €,,61 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/keskusta_varppeenseutu/80291504,solidhouse
Porvoonkatu,5-7,379 000 €,,69.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/alppiharju/80291547,solidhouse
Kanslerintie,12,169 000 €,,86 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/patterihaka/80127690,solidhouse
Jalavatie,15,68 000 €,,73.5 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/hakametsa/80291570,solidhouse
Harjatie,6,119 000 €,,140.9 ,https://www.solidhouse.fi/kohde/asunto/ulvila/harjunpaa/harjunpaa/80290120,solidhouse
Solvikinkatu,2,725 000 €,,140.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/aurinkolahti/80127941,solidhouse
Messukatu,36,123 000 €,,98 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/pormestarinluoto/80290173,solidhouse
Teerikuja,2,159 000 €,,224 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/kylanpaa/80290111,solidhouse
Tilsantie,6-10,115 000 €,,80 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/ruosniemi/80127876,solidhouse
Lehtolantie,8,149 000 €,,168 ,https://www.solidhouse.fi/kohde/asunto/rusko/rusko/lehtolantie_8/80127762,solidhouse
Laavukuja,3,49 000 €,,,https://www.solidhouse.fi/kohde/asunto/masku/masku/kajamo/80128212,solidhouse
Topiaksenkatu,3,109 000 €,,38.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/terasrautela/80290075,solidhouse
Rauhankatu,12,103 000 €,,70 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/keskusta/80289961,solidhouse
Uudenkartanontie,13,145 000 €,,196 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/untamala/80289928,solidhouse
Itäinen Rantakatu,74,448 000 €,,77 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/telakkaranta/80289894,solidhouse
Kievarinkatu,5,159 000 €,,63 ,https://www.solidhouse.fi/kohde/asunto/kaarina/kaarina/pohjola/80128020,solidhouse
Tammistontie,12,349 000 €,,99 ,https://www.solidhouse.fi/kohde/asunto/naantali/naantali/tammisto/80024700,solidhouse
Yläpilventie,4,174 800 €,,78 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/tuulikyla/80127445,solidhouse
Ilomäentie,18,75 000 €,,75 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/keskusta/80127940,solidhouse
Lappeentie,47,399 000 €,,68 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vartiokyla/80288421,solidhouse
Viikkokuja,4,419 000 €,,118 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/lystimaki/80018814,solidhouse
Kaarlo Sarkian Katu,7,359 000 €,,68 ,https://www.solidhouse.fi/kohde/asunto/espoo/espoo/leppavaara/80017808,solidhouse
Pietarinkatu,1,115 000 €,,60 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/suikkila/80052164,solidhouse
Pengerkatu,29,263 000 €,,41.1 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/kallio/80026519,solidhouse
Mäkelänkatu,40,260 000 €,,48.5 ,https://www.solidhouse.fi/kohde/asunto/helsinki/helsinki/vallila/80127471,solidhouse
Eerik Pommerilaisen Ranta,10,227 800 €,,32.5 ,https://www.solidhouse.fi/kohde/asunto/turku/turku/telakkaranta/80221163,solidhouse
Luvianpuistokatu,4,79 000 €,,40.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/keskusta/80127459,solidhouse
Lattomerentie,77,265 000 €,,512 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/niittymaa/80128124,solidhouse
Vaskaajantie,5,155 000 €,,155 ,https://www.solidhouse.fi/kohde/asunto/ulvila/ulvila/nahkuri/80127959,solidhouse
Alinenkatu,38,40 000 €,,50 ,https://www.solidhouse.fi/kohde/asunto/uusikaupunki/uusikaupunki/keskusta/80127416,solidhouse
Pesukarhuntie,6,75 000 €,,,https://www.solidhouse.fi/kohde/asunto/porvoo/porvoo/tolkkinen/80127898,solidhouse
Joupinmäenpolku,4,99 000 €,,76 ,"https://www.solidhouse.fi/kohde/asunto/espoo/espoo/suvela,_joupinmaki/80127284",solidhouse
Suopursuntie,21,334 000 €,,251 ,https://www.solidhouse.fi/kohde/asunto/parainen/parainen/pjukala/80113704,solidhouse
Kuusitie,10,119 000 €,,149 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/uotila/80127664,solidhouse
Lindalintie,8,69 000 €,,49.5 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/lindal/80026528,solidhouse
Hankaintie,15,525 000 €,,124 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/sepankannas/80127337,solidhouse
Simakekuja,1,379 000 €,,134 ,https://www.solidhouse.fi/kohde/asunto/raisio/raisio/merinuorikkala/80109953,solidhouse
Mäntypuistontie,20,95 000 €,,61 ,https://www.solidhouse.fi/kohde/asunto/mynamaki/mynamaki/mantypuistontie_20/80127454,solidhouse
Korkeamäentie,20,79 000 €,,84 ,https://www.solidhouse.fi/kohde/asunto/pomarkku/pomarkku/korkeamaki/80127294,solidhouse
Hankaintie,15,398 000 €,,90 ,https://www.solidhouse.fi/kohde/asunto/kirkkonummi/kirkkonummi/sepankannas/80127338,solidhouse
Vakkatie,1,146 000 €,,245 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/hartikkala/80025214,solidhouse
Suontaantie,35,148 000 €,,213 ,https://www.solidhouse.fi/kohde/asunto/laitila/laitila/suontaka/80125388,solidhouse
Hernekuja,1,219 000 €,,46 ,https://www.solidhouse.fi/kohde/asunto/vantaa/vantaa/tikkurila/80126538,solidhouse
Kissanmäentie,20,355 000 €,,240 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/noormarkku/80112734,solidhouse
Uusikoivistontie,40,105 000 €,,76.5 ,https://www.solidhouse.fi/kohde/asunto/pori/pori/riihiketo/80127254,solidhouse
Itäjärventie,220,129 500 €,,39 ,https://www.solidhouse.fi/kohde/asunto/siikainen/siikainen/otamo/80127255,solidhouse
Koilahdentie,158,130 000 €,,202.9 ,https://www.solidhouse.fi/kohde/asunto/rauma/rauma/monnanummi/80020547,solidhouse
